,duration,pdays,previous,poutcome,emp.var.rate,euribor3m,nr.employed,y
25265,61,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25266,148,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25267,878,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25268,138,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25269,89,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25270,271,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25271,171,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25272,361,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25273,244,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25274,218,4,1,success,-0.1,4.1530000000000005,5195.8,no
25275,43,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25276,658,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25277,136,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25278,127,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25279,54,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25280,154,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25281,242,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25282,275,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25283,217,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25284,84,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25285,110,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25286,373,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25287,115,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25288,259,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25289,202,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25290,286,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25291,98,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25292,97,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25293,68,4,1,success,-0.1,4.1530000000000005,5195.8,no
25294,170,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25295,129,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25296,400,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25297,282,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25298,126,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25299,241,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25300,267,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25301,1788,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,yes
25302,972,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25303,194,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25304,87,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25305,143,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25306,372,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25307,86,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25308,58,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25309,119,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25310,117,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25311,373,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25312,177,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25313,84,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25314,150,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,yes
25315,171,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25316,131,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25317,115,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25318,283,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25319,121,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25320,174,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25321,238,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25322,61,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25323,139,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25324,810,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25325,586,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25326,80,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25327,296,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25328,218,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25329,390,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25330,271,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25331,195,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25332,173,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25333,100,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25334,192,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25335,185,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25336,411,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25337,108,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25338,163,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25339,167,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25340,1014,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25341,486,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25342,140,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25343,160,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25344,425,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25345,353,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25346,84,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25347,79,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25348,920,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25349,893,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25350,240,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25351,33,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25352,77,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25353,203,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25354,364,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25355,825,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25356,233,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25357,394,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25358,515,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25359,285,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25360,65,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25361,62,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25362,200,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25363,55,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25364,249,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25365,39,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25366,493,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25367,40,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25368,99,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25369,741,999,1,failure,-0.1,4.1530000000000005,5195.8,yes
25370,189,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25371,581,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25372,115,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25373,154,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25374,166,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25375,105,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25376,188,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25377,491,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25378,263,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25379,64,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25380,139,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25381,105,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25382,80,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25383,180,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25384,158,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25385,898,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,yes
25386,111,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25387,246,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25388,149,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25389,83,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25390,247,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25391,173,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25392,193,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25393,141,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25394,467,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25395,176,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25396,106,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25397,66,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25398,530,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25399,110,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25400,201,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25401,366,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25402,82,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25403,129,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25404,136,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25405,251,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25406,203,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25407,75,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25408,543,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,yes
25409,34,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25410,1476,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25411,216,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25412,252,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25413,436,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25414,288,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25415,307,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25416,164,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25417,91,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25418,679,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25419,400,999,0,nonexistent,-0.1,4.1530000000000005,5195.8,no
25420,1132,999,1,failure,-0.1,4.1530000000000005,5195.8,yes
25421,372,999,1,failure,-0.1,4.1530000000000005,5195.8,no
25422,90,999,0,nonexistent,-0.1,4.12,5195.8,no
25423,77,999,0,nonexistent,-0.1,4.12,5195.8,no
25424,139,999,0,nonexistent,-0.1,4.12,5195.8,no
25425,59,999,0,nonexistent,-0.1,4.12,5195.8,no
25426,167,999,0,nonexistent,-0.1,4.12,5195.8,no
25427,427,999,0,nonexistent,-0.1,4.12,5195.8,no
25428,187,999,0,nonexistent,-0.1,4.12,5195.8,no
25429,308,999,0,nonexistent,-0.1,4.12,5195.8,no
25430,178,999,1,failure,-0.1,4.12,5195.8,no
25431,206,999,0,nonexistent,-0.1,4.12,5195.8,no
25432,89,999,0,nonexistent,-0.1,4.12,5195.8,no
25433,62,999,0,nonexistent,-0.1,4.12,5195.8,no
25434,308,999,0,nonexistent,-0.1,4.12,5195.8,no
25435,56,999,0,nonexistent,-0.1,4.12,5195.8,no
25436,209,999,1,failure,-0.1,4.12,5195.8,no
25437,103,999,0,nonexistent,-0.1,4.12,5195.8,no
25438,98,999,0,nonexistent,-0.1,4.12,5195.8,no
25439,180,999,0,nonexistent,-0.1,4.12,5195.8,no
25440,697,999,1,failure,-0.1,4.12,5195.8,no
25441,84,999,0,nonexistent,-0.1,4.12,5195.8,no
25442,113,999,1,failure,-0.1,4.12,5195.8,no
25443,135,999,0,nonexistent,-0.1,4.12,5195.8,no
25444,157,999,0,nonexistent,-0.1,4.12,5195.8,no
25445,299,999,0,nonexistent,-0.1,4.12,5195.8,no
25446,100,999,1,failure,-0.1,4.12,5195.8,no
25447,819,999,0,nonexistent,-0.1,4.12,5195.8,yes
25448,347,999,0,nonexistent,-0.1,4.12,5195.8,no
25449,511,999,0,nonexistent,-0.1,4.12,5195.8,yes
25450,126,999,0,nonexistent,-0.1,4.12,5195.8,no
25451,108,999,0,nonexistent,-0.1,4.12,5195.8,no
25452,101,999,0,nonexistent,-0.1,4.12,5195.8,no
25453,740,999,0,nonexistent,-0.1,4.12,5195.8,no
25454,364,6,1,success,-0.1,4.12,5195.8,no
25455,706,999,1,failure,-0.1,4.12,5195.8,no
25456,43,999,0,nonexistent,-0.1,4.12,5195.8,no
25457,375,999,0,nonexistent,-0.1,4.12,5195.8,no
25458,370,999,0,nonexistent,-0.1,4.12,5195.8,no
25459,125,999,0,nonexistent,-0.1,4.12,5195.8,no
25460,242,999,0,nonexistent,-0.1,4.12,5195.8,no
25461,147,999,1,failure,-0.1,4.12,5195.8,no
25462,112,999,1,failure,-0.1,4.12,5195.8,no
25463,184,999,1,failure,-0.1,4.12,5195.8,no
25464,159,999,1,failure,-0.1,4.12,5195.8,no
25465,199,999,0,nonexistent,-0.1,4.12,5195.8,no
25466,140,999,1,failure,-0.1,4.12,5195.8,no
25467,189,999,0,nonexistent,-0.1,4.12,5195.8,no
25468,192,999,1,failure,-0.1,4.12,5195.8,no
25469,305,999,0,nonexistent,-0.1,4.12,5195.8,no
25470,167,999,0,nonexistent,-0.1,4.12,5195.8,no
25471,207,999,0,nonexistent,-0.1,4.12,5195.8,no
25472,104,999,0,nonexistent,-0.1,4.12,5195.8,no
25473,30,999,0,nonexistent,-0.1,4.12,5195.8,no
25474,316,999,1,failure,-0.1,4.12,5195.8,no
25475,133,999,1,failure,-0.1,4.12,5195.8,no
25476,577,999,0,nonexistent,-0.1,4.12,5195.8,no
25477,305,999,1,failure,-0.1,4.12,5195.8,no
25478,204,999,0,nonexistent,-0.1,4.12,5195.8,no
25479,210,999,0,nonexistent,-0.1,4.12,5195.8,no
25480,126,999,0,nonexistent,-0.1,4.12,5195.8,no
25481,137,999,1,failure,-0.1,4.12,5195.8,no
25482,530,999,0,nonexistent,-0.1,4.12,5195.8,no
25483,400,999,0,nonexistent,-0.1,4.12,5195.8,no
25484,295,999,1,failure,-0.1,4.12,5195.8,no
25485,221,999,0,nonexistent,-0.1,4.12,5195.8,no
25486,158,999,0,nonexistent,-0.1,4.12,5195.8,no
25487,58,999,0,nonexistent,-0.1,4.12,5195.8,no
25488,193,999,0,nonexistent,-0.1,4.12,5195.8,no
25489,187,999,0,nonexistent,-0.1,4.12,5195.8,no
25490,499,999,0,nonexistent,-0.1,4.12,5195.8,no
25491,313,999,0,nonexistent,-0.1,4.12,5195.8,no
25492,125,999,0,nonexistent,-0.1,4.12,5195.8,no
25493,277,999,0,nonexistent,-0.1,4.12,5195.8,no
25494,194,999,0,nonexistent,-0.1,4.12,5195.8,no
25495,210,999,0,nonexistent,-0.1,4.12,5195.8,no
25496,70,999,0,nonexistent,-0.1,4.12,5195.8,no
25497,192,0,1,success,-0.1,4.12,5195.8,no
25498,162,999,0,nonexistent,-0.1,4.12,5195.8,no
25499,140,999,1,failure,-0.1,4.12,5195.8,no
25500,134,999,0,nonexistent,-0.1,4.12,5195.8,no
25501,67,999,0,nonexistent,-0.1,4.12,5195.8,no
25502,351,999,0,nonexistent,-0.1,4.12,5195.8,no
25503,143,999,1,failure,-0.1,4.12,5195.8,no
25504,197,3,1,success,-0.1,4.12,5195.8,no
25505,82,999,0,nonexistent,-0.1,4.12,5195.8,no
25506,369,999,1,failure,-0.1,4.12,5195.8,no
25507,130,999,1,failure,-0.1,4.12,5195.8,no
25508,114,999,0,nonexistent,-0.1,4.12,5195.8,no
25509,112,999,0,nonexistent,-0.1,4.12,5195.8,no
25510,136,999,1,failure,-0.1,4.12,5195.8,no
25511,289,999,0,nonexistent,-0.1,4.12,5195.8,no
25512,36,999,0,nonexistent,-0.1,4.12,5195.8,no
25513,145,999,0,nonexistent,-0.1,4.12,5195.8,no
25514,589,999,0,nonexistent,-0.1,4.12,5195.8,no
25515,168,999,0,nonexistent,-0.1,4.12,5195.8,no
25516,493,999,0,nonexistent,-0.1,4.12,5195.8,no
25517,265,999,0,nonexistent,-0.1,4.12,5195.8,no
25518,905,999,1,failure,-0.1,4.12,5195.8,no
25519,418,5,1,success,-0.1,4.12,5195.8,yes
25520,97,999,0,nonexistent,-0.1,4.12,5195.8,no
25521,682,999,0,nonexistent,-0.1,4.12,5195.8,no
25522,244,999,0,nonexistent,-0.1,4.12,5195.8,no
25523,107,999,0,nonexistent,-0.1,4.12,5195.8,no
25524,355,999,0,nonexistent,-0.1,4.12,5195.8,no
25525,161,999,0,nonexistent,-0.1,4.12,5195.8,no
25526,296,999,0,nonexistent,-0.1,4.12,5195.8,no
25527,1554,999,0,nonexistent,-0.1,4.12,5195.8,yes
25528,820,999,0,nonexistent,-0.1,4.12,5195.8,yes
25529,686,999,0,nonexistent,-0.1,4.12,5195.8,yes
25530,278,999,0,nonexistent,-0.1,4.12,5195.8,no
25531,291,999,0,nonexistent,-0.1,4.12,5195.8,no
25532,286,999,0,nonexistent,-0.1,4.12,5195.8,no
25533,224,999,0,nonexistent,-0.1,4.12,5195.8,no
25534,215,999,1,failure,-0.1,4.12,5195.8,no
25535,155,999,0,nonexistent,-0.1,4.12,5195.8,no
25536,236,999,0,nonexistent,-0.1,4.12,5195.8,no
25537,110,999,1,failure,-0.1,4.12,5195.8,no
25538,770,999,0,nonexistent,-0.1,4.12,5195.8,no
25539,441,999,0,nonexistent,-0.1,4.12,5195.8,no
25540,77,999,0,nonexistent,-0.1,4.12,5195.8,no
25541,58,999,0,nonexistent,-0.1,4.12,5195.8,no
25542,139,999,1,failure,-0.1,4.12,5195.8,no
25543,648,999,0,nonexistent,-0.1,4.12,5195.8,no
25544,902,999,0,nonexistent,-0.1,4.12,5195.8,no
25545,470,999,1,failure,-0.1,4.12,5195.8,no
25546,106,999,1,failure,-0.1,4.12,5195.8,no
25547,89,999,0,nonexistent,-0.1,4.12,5195.8,no
25548,72,999,0,nonexistent,-0.1,4.12,5195.8,no
25549,288,999,0,nonexistent,-0.1,4.12,5195.8,no
25550,140,999,0,nonexistent,-0.1,4.12,5195.8,no
25551,61,999,0,nonexistent,-0.1,4.12,5195.8,no
25552,202,999,0,nonexistent,-0.1,4.12,5195.8,no
25553,37,999,0,nonexistent,-0.1,4.12,5195.8,no
25554,64,999,1,failure,-0.1,4.12,5195.8,no
25555,109,999,1,failure,-0.1,4.12,5195.8,no
25556,336,999,0,nonexistent,-0.1,4.12,5195.8,no
25557,925,999,0,nonexistent,-0.1,4.12,5195.8,yes
25558,239,999,0,nonexistent,-0.1,4.12,5195.8,no
25559,473,999,0,nonexistent,-0.1,4.12,5195.8,no
25560,424,999,0,nonexistent,-0.1,4.12,5195.8,no
25561,298,999,1,failure,-0.1,4.12,5195.8,no
25562,183,999,0,nonexistent,-0.1,4.12,5195.8,no
25563,70,999,0,nonexistent,-0.1,4.12,5195.8,no
25564,169,999,0,nonexistent,-0.1,4.12,5195.8,no
25565,808,999,0,nonexistent,-0.1,4.12,5195.8,no
25566,862,999,0,nonexistent,-0.1,4.12,5195.8,yes
25567,786,999,0,nonexistent,-0.1,4.12,5195.8,yes
25568,298,999,0,nonexistent,-0.1,4.12,5195.8,no
25569,436,999,0,nonexistent,-0.1,4.12,5195.8,no
25570,108,999,0,nonexistent,-0.1,4.12,5195.8,no
25571,225,999,0,nonexistent,-0.1,4.12,5195.8,no
25572,86,999,0,nonexistent,-0.1,4.12,5195.8,no
25573,723,999,0,nonexistent,-0.1,4.12,5195.8,no
25574,104,999,0,nonexistent,-0.1,4.12,5195.8,no
25575,993,999,0,nonexistent,-0.1,4.12,5195.8,yes
25576,311,999,0,nonexistent,-0.1,4.12,5195.8,no
25577,122,999,1,failure,-0.1,4.12,5195.8,no
25578,85,999,0,nonexistent,-0.1,4.12,5195.8,no
25579,814,999,0,nonexistent,-0.1,4.12,5195.8,yes
25580,154,999,0,nonexistent,-0.1,4.12,5195.8,no
25581,584,999,1,failure,-0.1,4.12,5195.8,no
25582,133,999,0,nonexistent,-0.1,4.12,5195.8,no
25583,103,999,0,nonexistent,-0.1,4.12,5195.8,no
25584,69,999,0,nonexistent,-0.1,4.12,5195.8,no
25585,401,999,0,nonexistent,-0.1,4.12,5195.8,no
25586,578,999,0,nonexistent,-0.1,4.12,5195.8,no
25587,217,999,0,nonexistent,-0.1,4.12,5195.8,no
25588,177,999,0,nonexistent,-0.1,4.12,5195.8,no
25589,182,999,0,nonexistent,-0.1,4.12,5195.8,no
25590,203,999,0,nonexistent,-0.1,4.12,5195.8,no
25591,53,999,0,nonexistent,-0.1,4.12,5195.8,no
25592,375,999,1,failure,-0.1,4.12,5195.8,no
25593,157,999,0,nonexistent,-0.1,4.12,5195.8,no
25594,630,999,0,nonexistent,-0.1,4.12,5195.8,no
25595,223,999,0,nonexistent,-0.1,4.12,5195.8,no
25596,361,999,0,nonexistent,-0.1,4.12,5195.8,no
25597,125,999,0,nonexistent,-0.1,4.12,5195.8,no
25598,426,999,1,failure,-0.1,4.12,5195.8,no
25599,117,999,0,nonexistent,-0.1,4.12,5195.8,no
25600,185,999,1,failure,-0.1,4.12,5195.8,no
25601,582,999,0,nonexistent,-0.1,4.12,5195.8,no
25602,466,999,0,nonexistent,-0.1,4.12,5195.8,no
25603,222,999,0,nonexistent,-0.1,4.12,5195.8,no
25604,1084,999,1,failure,-0.1,4.12,5195.8,yes
25605,44,999,0,nonexistent,-0.1,4.12,5195.8,no
25606,76,999,0,nonexistent,-0.1,4.12,5195.8,no
25607,154,999,1,failure,-0.1,4.12,5195.8,no
25608,51,999,0,nonexistent,-0.1,4.12,5195.8,no
25609,164,999,0,nonexistent,-0.1,4.12,5195.8,no
25610,102,999,0,nonexistent,-0.1,4.12,5195.8,no
25611,227,999,0,nonexistent,-0.1,4.12,5195.8,no
25612,111,999,1,failure,-0.1,4.12,5195.8,no
25613,98,999,0,nonexistent,-0.1,4.12,5195.8,no
25614,442,999,1,failure,-0.1,4.12,5195.8,no
25615,226,999,0,nonexistent,-0.1,4.12,5195.8,no
25616,256,999,0,nonexistent,-0.1,4.12,5195.8,no
25617,210,999,0,nonexistent,-0.1,4.12,5195.8,no
25618,233,999,0,nonexistent,-0.1,4.12,5195.8,no
25619,211,999,0,nonexistent,-0.1,4.12,5195.8,no
25620,130,999,0,nonexistent,-0.1,4.12,5195.8,no
25621,248,999,0,nonexistent,-0.1,4.12,5195.8,no
25622,52,999,0,nonexistent,-0.1,4.12,5195.8,no
25623,457,999,1,failure,-0.1,4.12,5195.8,no
25624,249,999,0,nonexistent,-0.1,4.12,5195.8,no
25625,419,999,0,nonexistent,-0.1,4.12,5195.8,no
25626,117,999,0,nonexistent,-0.1,4.12,5195.8,no
25627,198,999,0,nonexistent,-0.1,4.12,5195.8,no
25628,202,999,0,nonexistent,-0.1,4.12,5195.8,no
25629,206,999,0,nonexistent,-0.1,4.12,5195.8,no
25630,201,999,0,nonexistent,-0.1,4.12,5195.8,no
25631,144,999,0,nonexistent,-0.1,4.12,5195.8,no
25632,137,999,0,nonexistent,-0.1,4.12,5195.8,no
25633,100,999,0,nonexistent,-0.1,4.12,5195.8,no
25634,75,999,1,failure,-0.1,4.12,5195.8,no
25635,140,999,0,nonexistent,-0.1,4.12,5195.8,no
25636,1015,999,0,nonexistent,-0.1,4.12,5195.8,yes
25637,489,999,0,nonexistent,-0.1,4.12,5195.8,yes
25638,212,999,0,nonexistent,-0.1,4.12,5195.8,no
25639,219,999,0,nonexistent,-0.1,4.12,5195.8,no
25640,122,999,0,nonexistent,-0.1,4.12,5195.8,no
25641,20,999,1,failure,-0.1,4.12,5195.8,no
25642,75,999,0,nonexistent,-0.1,4.12,5195.8,no
25643,94,999,0,nonexistent,-0.1,4.12,5195.8,no
25644,264,999,0,nonexistent,-0.1,4.12,5195.8,no
25645,118,999,0,nonexistent,-0.1,4.12,5195.8,no
25646,46,999,0,nonexistent,-0.1,4.12,5195.8,no
25647,59,999,0,nonexistent,-0.1,4.12,5195.8,no
25648,94,999,0,nonexistent,-0.1,4.12,5195.8,no
25649,79,999,0,nonexistent,-0.1,4.12,5195.8,no
25650,79,999,0,nonexistent,-0.1,4.12,5195.8,no
25651,66,999,0,nonexistent,-0.1,4.12,5195.8,no
25652,698,999,0,nonexistent,-0.1,4.12,5195.8,no
25653,108,999,0,nonexistent,-0.1,4.12,5195.8,no
25654,694,999,0,nonexistent,-0.1,4.12,5195.8,yes
25655,363,999,0,nonexistent,-0.1,4.12,5195.8,no
25656,242,999,0,nonexistent,-0.1,4.12,5195.8,no
25657,87,999,0,nonexistent,-0.1,4.12,5195.8,no
25658,52,999,1,failure,-0.1,4.12,5195.8,no
25659,20,999,1,failure,-0.1,4.12,5195.8,no
25660,337,999,0,nonexistent,-0.1,4.12,5195.8,no
25661,308,999,1,failure,-0.1,4.12,5195.8,no
25662,274,999,0,nonexistent,-0.1,4.12,5195.8,no
25663,84,999,0,nonexistent,-0.1,4.12,5195.8,no
25664,631,999,0,nonexistent,-0.1,4.12,5195.8,no
25665,244,999,0,nonexistent,-0.1,4.12,5195.8,no
25666,86,999,0,nonexistent,-0.1,4.12,5195.8,no
25667,123,999,1,failure,-0.1,4.12,5195.8,no
25668,117,999,0,nonexistent,-0.1,4.12,5195.8,no
25669,186,999,0,nonexistent,-0.1,4.12,5195.8,no
25670,352,999,0,nonexistent,-0.1,4.12,5195.8,no
25671,39,999,0,nonexistent,-0.1,4.12,5195.8,no
25672,325,999,0,nonexistent,-0.1,4.12,5195.8,no
25673,670,999,0,nonexistent,-0.1,4.12,5195.8,yes
25674,340,999,0,nonexistent,-0.1,4.12,5195.8,no
25675,145,999,0,nonexistent,-0.1,4.12,5195.8,no
25676,100,999,1,failure,-0.1,4.12,5195.8,no
25677,72,999,0,nonexistent,-0.1,4.12,5195.8,no
25678,53,999,0,nonexistent,-0.1,4.12,5195.8,no
25679,190,999,0,nonexistent,-0.1,4.12,5195.8,no
25680,200,999,0,nonexistent,-0.1,4.12,5195.8,no
25681,47,999,0,nonexistent,-0.1,4.12,5195.8,no
25682,388,999,0,nonexistent,-0.1,4.12,5195.8,no
25683,498,999,0,nonexistent,-0.1,4.12,5195.8,no
25684,149,999,1,failure,-0.1,4.12,5195.8,no
25685,171,999,1,failure,-0.1,4.12,5195.8,no
25686,561,999,0,nonexistent,-0.1,4.12,5195.8,yes
25687,636,999,0,nonexistent,-0.1,4.12,5195.8,no
25688,357,999,0,nonexistent,-0.1,4.12,5195.8,no
25689,138,999,0,nonexistent,-0.1,4.12,5195.8,no
25690,118,999,0,nonexistent,-0.1,4.12,5195.8,no
25691,149,999,0,nonexistent,-0.1,4.12,5195.8,no
25692,1011,999,1,failure,-0.1,4.12,5195.8,yes
25693,402,999,1,failure,-0.1,4.12,5195.8,no
25694,154,999,0,nonexistent,-0.1,4.12,5195.8,no
25695,68,999,0,nonexistent,-0.1,4.12,5195.8,no
25696,66,999,0,nonexistent,-0.1,4.12,5195.8,no
25697,87,999,0,nonexistent,-0.1,4.12,5195.8,no
